ctrs_agenda,ctrs_feedback,ctrs_understanding,ctrs_interpersonal,ctrs_collaboration,ctrs_pacing,ctrs_discovery,ctrs_focus,ctrs_strategy,ctrs_technique,ctrs_homework,conversation_id,ctrs_overall,pid
2,2,3,3,3,3,2,2,2,2,2,gptchats_73163,2.363636363636364,6077060
0,0,1,1,0,0,0,0,0,0,0,gptchats_17699,0.1818181818181818,80262145
2,2,3,3,2,2,2,2,2,2,0,gptchats_67116,2.0,80340868
2,2,3,3,2,2,2,2,2,2,0,gptchats_3400,2.0,80229824
0,0,2,2,2,2,0,0,0,0,0,gptchats_27532,0.7272727272727273,80327493
2,2,3,3,2,2,2,2,2,2,0,gptchats_16937,2.0,80259317
0,1,2,2,1,1,1,1,1,0,0,gptchats_27254,0.9090909090909092,80326289
2,2,3,3,3,3,2,2,2,2,0,gptchats_71012,2.1818181818181817,6073597
2,2,3,3,3,3,2,2,2,2,2,gptchats_37047,2.363636363636364,80336482
2,2,3,3,2,2,1,1,1,1,0,gptchats_68543,1.6363636363636365,5040641
2,2,3,3,2,2,2,2,2,2,0,gptchats_59946,2.0,80346411
2,2,3,3,2,3,2,2,2,2,2,gptchats_67670,2.272727272727273,80333927
0,0,2,2,0,1,0,0,0,0,0,gptchats_46866,0.4545454545454545,80339355
2,2,3,3,2,2,2,2,2,2,0,gptchats_31436,2.0,80294918
2,0,3,3,2,2,0,0,0,0,0,gptchats_64379,1.0909090909090908,80262484
2,2,3,3,2,2,2,2,2,2,2,gptchats_1571,2.1818181818181817,80227117
0,1,2,2,1,1,0,1,1,0,0,gptchats_23032,0.8181818181818182,80303044
2,2,3,3,2,2,2,2,2,2,0,gptchats_65067,2.0,80228513
2,2,3,3,2,3,2,2,2,2,0,coaching_11149,2.090909090909091,80333415
2,2,3,3,3,2,2,2,2,2,0,gptchats_14675,2.090909090909091,80224973
4,4,4,4,4,4,4,4,4,4,4,coaching_21061,4.0,10347755
2,2,3,3,2,2,2,2,2,2,0,gptchats_73836,2.0,40354936
2,2,3,3,2,2,2,2,2,2,0,gptchats_64392,2.0,80346327
2,2,3,3,2,2,2,2,2,2,0,gptchats_50037,2.0,80339078
2,2,3,3,2,2,2,2,2,2,0,gptchats_21816,2.0,80291665
4,4,4,4,4,4,4,4,4,4,0,coaching_22568,3.636363636363636,40355613
2,2,3,3,2,2,2,2,2,2,0,gptchats_57980,2.0,80332891
2,2,3,3,2,2,2,2,2,2,0,gptchats_50989,2.0,80340519
2,0,3,3,2,2,2,2,2,2,0,gptchats_60692,1.818181818181818,80295919
2,2,3,3,2,2,2,2,2,2,0,gptchats_70481,2.0,5094820
0,0,1,1,0,0,0,0,0,0,0,gptchats_19887,0.1818181818181818,80277223
4,2,4,4,4,4,3,3,3,3,3,coaching_21707,3.363636363636364,5066292
2,2,3,3,2,2,2,2,2,2,0,gptchats_7841,2.0,80227360
0,0,2,2,0,1,0,0,0,0,0,gptchats_49214,0.4545454545454545,80339655
2,2,3,3,2,2,2,2,2,2,0,gptchats_10361,2.0,80240469
2,2,3,3,3,3,2,2,2,2,0,gptchats_61598,2.1818181818181817,80340542
2,2,3,3,2,2,2,2,2,2,0,gptchats_983,2.0,80225718
2,2,3,3,2,2,2,2,2,2,0,gptchats_60686,2.0,80255247
2,2,3,3,2,2,2,2,2,2,0,gptchats_11719,2.0,80241744
2,2,3,3,3,3,2,2,2,2,2,gptchats_67857,2.363636363636364,40360057
2,2,2,2,2,2,2,2,2,2,0,gptchats_5930,1.818181818181818,80228305
2,2,3,3,2,2,2,2,2,2,0,gptchats_66591,2.0,20356324
4,4,4,4,4,4,4,4,4,4,4,coaching_21075,4.0,10347755
2,2,3,3,2,2,2,2,2,2,0,gptchats_65098,2.0,80325523
0,0,2,2,0,0,0,0,0,0,0,gptchats_12210,0.3636363636363636,80241283
4,2,3,4,3,4,3,3,3,3,3,coaching_22554,3.1818181818181817,40353771
2,2,3,3,2,2,1,1,1,0,0,gptchats_14649,1.5454545454545454,80250554
2,2,3,2,2,2,2,2,2,2,0,gptchats_14891,1.9090909090909092,80251808
2,2,3,3,2,2,2,2,2,2,0,gptchats_25494,2.0,80319096
2,2,3,3,2,2,2,2,2,2,0,coaching_20343,2.0,80346741
4,3,4,4,4,4,4,4,4,4,4,gptchats_1328,3.909090909090909,80224771
2,2,3,3,3,3,2,2,2,2,0,gptchats_15557,2.1818181818181817,80247911
2,2,3,3,2,2,2,2,2,2,0,gptchats_43077,2.0,80338263
2,2,3,3,2,2,2,2,2,2,0,gptchats_17426,2.0,80261080
2,0,3,3,2,3,2,2,2,2,0,gptchats_51473,1.9090909090909092,80339113
2,2,3,3,2,2,2,2,2,2,0,gptchats_57002,2.0,80336559
2,2,3,3,2,2,2,2,2,2,0,gptchats_18701,2.0,80259363
2,2,3,3,2,3,2,2,2,2,0,gptchats_60862,2.090909090909091,80346319
2,2,3,3,2,2,2,2,2,2,0,coaching_4695,2.0,80314488
2,2,3,2,2,2,2,2,2,2,0,gptchats_48136,1.9090909090909092,80339124
2,2,3,3,3,3,3,3,3,3,2,gptchats_50779,2.727272727272727,80339112
2,0,2,2,2,2,0,0,0,0,0,gptchats_22489,0.9090909090909092,80298255
2,0,2,2,2,2,0,0,0,0,0,gptchats_13654,0.9090909090909092,80239298
2,2,3,3,3,3,2,2,2,2,2,coaching_21049,2.363636363636364,99344184
2,2,3,3,2,2,2,2,2,2,0,gptchats_45374,2.0,80261928
2,2,3,3,2,2,2,2,2,2,0,gptchats_53516,2.0,80339743
2,0,3,3,2,2,2,2,2,0,0,gptchats_35693,1.6363636363636365,80335464
0,0,2,2,0,2,0,0,0,0,0,gptchats_62913,0.5454545454545454,80336046
2,2,3,3,2,3,2,2,2,2,0,gptchats_68580,2.090909090909091,80361760
2,0,2,2,2,2,0,0,0,0,0,gptchats_26189,0.9090909090909092,80320503
2,2,3,3,2,2,2,2,2,2,0,gptchats_11725,2.0,80237100
2,2,3,3,3,3,2,2,2,2,2,gptchats_17354,2.363636363636364,80260671
2,2,3,3,2,2,2,2,2,2,2,gptchats_21827,2.1818181818181817,80232255
0,1,2,2,1,2,1,1,1,1,0,gptchats_46664,1.0909090909090908,80326776
2,2,3,3,2,2,2,2,2,2,0,gptchats_51318,2.0,80340588
0,0,2,1,0,1,0,2,2,1,0,gptchats_72971,0.8181818181818182,80261553
2,2,3,3,2,2,2,2,2,2,0,gptchats_16053,2.0,80256119
2,2,3,3,2,2,2,2,2,2,0,gptchats_50006,2.0,80340313
4,4,4,4,4,4,4,4,4,4,0,coaching_21050,3.636363636363636,99344184
0,0,2,1,0,1,0,2,2,1,0,gptchats_8467,0.8181818181818182,80237651
0,0,1,2,0,1,0,0,0,0,0,gptchats_42364,0.3636363636363636,80255702
2,2,3,3,2,2,2,2,2,2,0,gptchats_9849,2.0,80239797
2,2,3,3,3,2,2,2,2,2,2,gptchats_13895,2.272727272727273,80241774
2,2,3,3,3,3,2,2,2,2,2,gptchats_65903,2.363636363636364,40352887
2,2,3,3,3,3,2,2,2,2,2,gptchats_17643,2.363636363636364,80261916
2,2,3,3,2,2,2,2,2,2,0,gptchats_9691,2.0,80239494
2,2,3,3,3,3,2,2,2,2,0,gptchats_16735,2.1818181818181817,80258652
2,2,3,3,2,2,2,2,2,2,0,gptchats_18718,2.0,80251297
2,2,3,3,2,2,2,2,2,2,0,gptchats_49231,2.0,80340154
4,4,4,4,4,4,4,4,4,4,4,coaching_16938,4.0,80341226
2,2,3,3,2,2,2,2,2,2,0,coaching_4698,2.0,80314722
2,2,4,4,3,3,2,2,2,2,0,gptchats_58328,2.363636363636364,80333508
4,3,4,4,4,4,4,4,4,4,4,coaching_14799,3.909090909090909,80339358
2,2,3,3,2,2,2,2,2,2,0,gptchats_16721,2.0,80258229
2,2,3,3,2,2,2,2,2,2,0,gptchats_14136,2.0,80238641
0,0,2,2,0,2,0,0,0,0,0,coaching_9181,0.5454545454545454,80334741
2,2,3,3,3,2,2,2,2,2,0,gptchats_13881,2.090909090909091,80239534
2,2,3,3,2,2,2,2,2,2,0,gptchats_65917,2.0,9966119
2,2,3,3,3,3,3,3,3,3,2,gptchats_9685,2.727272727272727,80228951
2,2,3,3,2,2,2,2,2,2,0,gptchats_43708,2.0,80338172
0,0,0,0,0,0,0,0,0,0,0,gptchats_14888,0.0,80243718
2,2,3,3,3,3,3,3,3,3,0,gptchats_10436,2.5454545454545454,80240050
2,2,3,3,2,2,2,2,2,2,0,gptchats_53533,2.0,80335584
2,0,3,3,2,2,1,1,1,1,0,gptchats_75292,1.4545454545454546,7080589
2,2,3,3,2,2,2,2,2,2,0,gptchats_28181,2.0,80329463
2,0,2,2,2,2,0,0,0,0,0,gptchats_66588,0.9090909090909092,7061953
2,1,2,2,2,2,1,1,1,1,0,gptchats_17371,1.3636363636363635,80260717
2,2,3,3,2,2,2,2,2,2,0,gptchats_18042,2.0,80224677
2,2,4,4,3,3,3,3,3,3,0,gptchats_48675,2.727272727272727,80234852
2,2,3,3,2,2,2,2,2,2,0,gptchats_46880,2.0,80339360
2,2,4,4,3,3,2,2,2,2,0,gptchats_11700,2.363636363636364,80241742
2,2,3,3,2,2,2,2,2,2,0,gptchats_5097,2.0,80226749
2,2,3,3,3,3,2,2,2,2,2,gptchats_57033,2.363636363636364,80342996
2,2,3,3,2,2,2,2,2,2,2,gptchats_16709,2.1818181818181817,80258445
2,0,3,3,2,2,0,0,0,0,0,gptchats_51442,1.0909090909090908,80339355
0,0,1,1,0,0,0,0,0,0,0,gptchats_18724,0.1818181818181818,80260516
2,2,3,3,2,2,2,2,2,2,0,gptchats_26812,2.0,80325275
2,0,3,3,2,2,1,2,1,1,0,gptchats_71792,1.5454545454545454,10348786
0,0,1,1,0,0,0,0,0,0,0,gptchats_15068,0.1818181818181818,80253265
2,2,3,3,2,2,2,2,2,2,0,gptchats_10378,2.0,80237413
2,0,2,3,2,2,2,2,2,2,0,gptchats_62088,1.7272727272727273,10347711
2,2,3,3,2,2,2,2,2,2,0,gptchats_7680,2.0,80236599
2,2,3,3,2,2,2,2,2,2,0,gptchats_9875,2.0,80239839
2,2,3,3,2,2,2,2,2,2,0,gptchats_74832,2.0,30360369
2,2,3,3,2,3,2,2,2,2,0,gptchats_32867,2.090909090909091,80335411
2,0,3,3,2,2,1,2,1,1,0,gptchats_73185,1.5454545454545454,30361032
2,2,3,3,2,2,2,2,2,2,0,gptchats_13665,2.0,80245777
4,4,5,4,5,5,4,4,4,4,4,coaching_9380,4.2727272727272725,80334741
2,2,3,3,2,2,2,2,2,2,0,gptchats_7694,2.0,80227820
2,2,3,3,2,2,2,2,2,2,0,gptchats_9861,2.0,80239810
2,2,3,3,3,3,2,2,2,2,0,gptchats_73191,2.1818181818181817,99354142
2,2,3,3,3,3,2,2,2,2,0,gptchats_53241,2.1818181818181817,80341219
2,2,3,3,3,3,2,2,2,2,0,gptchats_11072,2.1818181818181817,80241111
2,2,3,3,2,2,2,2,2,2,0,gptchats_17403,2.0,80236970
2,2,3,3,2,2,2,2,2,2,0,gptchats_39926,2.0,80336533
2,2,3,3,2,2,2,2,2,2,0,gptchats_2934,2.0,80229218
2,2,3,3,2,2,2,2,2,2,2,gptchats_17365,2.1818181818181817,80260706
2,2,3,3,2,2,2,2,2,2,0,gptchats_57999,2.0,80337949
2,2,3,3,2,2,2,2,2,2,0,gptchats_30902,2.0,80325273
2,2,3,3,2,3,2,2,2,2,2,gptchats_57741,2.272727272727273,80343731
3,3,4,4,3,3,3,3,3,3,3,coaching_14861,3.1818181818181817,80339889
0,0,2,2,0,0,0,0,0,0,0,gptchats_1583,0.3636363636363636,80227166
2,2,3,3,2,2,2,2,2,2,0,gptchats_15572,2.0,80254765
4,3,4,4,4,4,4,3,3,3,3,coaching_20366,3.5454545454545454,80346770
2,2,3,3,2,2,2,2,2,2,0,gptchats_53527,2.0,80339360
2,2,3,3,2,2,2,2,2,2,2,coaching_14652,2.1818181818181817,80339811
2,2,3,3,2,2,2,2,2,2,0,gptchats_6207,2.0,80229507
2,2,3,3,2,3,2,2,2,2,0,gptchats_64360,2.090909090909091,80334409
2,2,4,3,3,3,2,2,2,2,0,gptchats_26153,2.272727272727273,80226749
2,2,3,3,2,2,2,2,2,2,0,gptchats_29260,2.0,80332653
4,4,5,4,4,4,4,4,4,4,4,coaching_12459,4.090909090909091,80338278
2,2,3,3,2,2,2,2,2,2,0,gptchats_4410,2.0,80224994
2,2,3,3,2,2,2,2,2,2,0,gptchats_30731,2.0,80333988
0,0,1,2,0,1,0,0,0,0,0,gptchats_59787,0.3636363636363636,80345182
2,2,3,3,3,3,2,2,2,2,0,gptchats_11927,2.1818181818181817,80240280
2,2,3,3,2,2,2,2,2,2,0,gptchats_69644,2.0,80325227
1,1,2,2,1,1,1,1,1,1,0,gptchats_66577,1.0909090909090908,5021447
2,2,3,3,2,2,1,1,1,1,0,gptchats_69122,1.6363636363636365,80333927
2,2,4,4,3,3,2,2,2,2,0,gptchats_66211,2.363636363636364,30355189
2,2,4,4,3,3,2,3,2,2,0,gptchats_10387,2.4545454545454546,80234180
0,0,2,2,2,2,0,0,0,0,0,gptchats_26635,0.7272727272727273,80324704
2,2,3,3,2,2,2,2,2,2,0,gptchats_29506,2.0,80235977
2,2,3,3,2,2,2,2,2,2,0,gptchats_64406,2.0,80337993
0,0,2,2,0,2,0,0,0,0,0,gptchats_22453,0.5454545454545454,80286339
2,2,3,3,2,2,2,2,2,2,2,gptchats_13856,2.1818181818181817,80228006
0,0,2,2,0,0,0,0,0,0,0,gptchats_6561,0.3636363636363636,80234324
0,0,2,2,0,2,0,0,0,0,0,gptchats_74615,0.5454545454545454,99110628
2,0,2,2,2,2,0,0,0,0,0,gptchats_62077,0.9090909090909092,10348802
2,2,3,3,2,3,2,2,2,2,0,coaching_16159,2.090909090909091,80339163
2,2,3,3,2,3,2,2,2,2,0,gptchats_65718,2.090909090909091,80259252
2,2,3,3,3,3,2,2,2,2,0,gptchats_22447,2.1818181818181817,80259363
2,0,3,3,2,2,1,1,1,0,0,gptchats_55817,1.3636363636363635,80335761
2,2,3,3,3,3,3,3,3,3,0,gptchats_74601,2.5454545454545454,80357907
2,2,3,3,3,3,2,2,2,2,2,gptchats_12584,2.363636363636364,80235658
0,0,2,1,0,1,0,2,2,1,0,gptchats_17694,0.8181818181818182,80262000
2,0,2,2,2,2,2,2,2,2,0,gptchats_10393,1.6363636363636365,80240496
2,2,3,3,2,2,2,2,2,2,0,gptchats_4362,2.0,80227005
2,2,3,3,2,2,2,2,2,2,0,gptchats_60674,2.0,80346256
2,2,3,3,3,2,2,2,2,2,0,gptchats_2713,2.090909090909091,80229003
2,2,3,2,2,2,2,2,2,2,0,gptchats_21628,1.9090909090909092,80287255
2,2,3,3,3,3,2,2,2,2,2,coaching_16051,2.363636363636364,80340552
2,2,3,3,3,3,2,2,2,2,0,gptchats_69888,2.1818181818181817,30353367
0,0,2,2,2,2,0,0,0,0,0,gptchats_29274,0.7272727272727273,80320739
2,2,3,3,2,2,2,2,2,2,0,gptchats_27259,2.0,80326319
2,2,3,3,2,3,2,2,2,2,0,gptchats_59793,2.090909090909091,9931424
2,2,3,3,2,2,2,2,2,2,0,gptchats_69650,2.0,80333927
2,2,3,3,3,3,2,2,2,2,0,gptchats_62705,2.1818181818181817,80334542
2,2,3,3,3,3,3,3,3,3,2,coaching_15558,2.727272727272727,80340360
2,2,3,3,3,3,2,2,2,2,0,gptchats_22321,2.1818181818181817,80291675
0,1,2,2,1,2,1,1,1,0,0,gptchats_73608,1.0,5057321
2,2,3,3,2,2,2,2,2,2,0,gptchats_21600,2.0,80290017
0,1,2,2,1,1,0,1,1,0,0,gptchats_5732,0.8181818181818182,80233939
2,2,3,3,2,2,2,2,2,2,0,gptchats_31413,2.0,80334642
2,2,3,3,3,3,2,2,2,2,0,gptchats_28142,2.1818181818181817,80238971
2,2,3,3,2,3,2,2,2,2,2,gptchats_65042,2.272727272727273,40352212
2,2,3,3,2,2,2,2,2,2,0,gptchats_8216,2.0,80229050
0,0,2,2,0,0,0,0,0,0,0,gptchats_55181,0.3636363636363636,80339131
2,2,3,2,2,2,2,2,2,2,2,coaching_9431,2.090909090909091,80336042
2,2,3,3,2,2,2,2,2,2,0,gptchats_7125,2.0,80235977
2,0,2,2,2,2,2,2,2,2,0,gptchats_14863,1.6363636363636365,80252097
0,0,2,2,0,0,0,0,0,0,0,gptchats_35675,0.3636363636363636,80336311
2,2,3,3,2,3,2,2,2,2,0,coaching_21911,2.090909090909091,20355624
2,2,3,3,2,2,2,2,2,2,2,gptchats_7643,2.1818181818181817,80232237
2,2,3,3,2,2,2,2,2,2,2,gptchats_65724,2.1818181818181817,7061953
0,0,2,2,0,0,0,0,0,0,0,gptchats_20278,0.3636363636363636,80281679
2,2,3,3,2,3,2,2,2,2,0,gptchats_60884,2.090909090909091,80346648
2,0,2,3,2,2,0,0,0,0,0,gptchats_50947,1.0,80340459
2,2,3,3,2,2,2,2,2,2,0,gptchats_71989,2.0,30365205
0,0,1,1,0,0,0,0,0,0,0,gptchats_795,0.1818181818181818,80225107
2,2,4,4,3,3,2,2,2,2,0,gptchats_41686,2.363636363636364,80226900
4,3,4,4,4,4,4,4,4,4,3,coaching_5579,3.8181818181818183,80322942
2,2,3,3,2,2,2,2,2,2,0,gptchats_5040,2.0,80232690
2,2,3,3,2,2,2,2,2,2,0,gptchats_60648,2.0,80335416
2,2,3,3,2,3,2,2,2,2,0,gptchats_32668,2.090909090909091,80335494
2,0,2,2,2,2,2,2,0,0,0,gptchats_65730,1.2727272727272727,10347770
0,0,2,2,2,1,0,0,0,0,0,gptchats_65056,0.6363636363636364,99350283
2,2,3,3,2,2,2,2,2,2,0,gptchats_75245,2.0,50106399
2,0,2,2,2,2,0,0,0,0,0,gptchats_73634,0.9090909090909092,80333927
2,2,3,3,2,2,2,2,2,2,0,gptchats_59977,2.0,80346532
2,2,3,2,2,2,2,2,2,2,2,coaching_4101,2.090909090909091,80306472
2,2,3,3,2,2,2,2,2,2,0,gptchats_4438,2.0,80231808
2,2,3,3,2,2,2,2,2,2,0,gptchats_18095,2.0,80263817
2,2,3,3,3,3,3,3,3,3,3,coaching_18040,2.8181818181818183,80343244
0,1,2,2,0,1,0,1,1,0,0,gptchats_71023,0.7272727272727273,40307470
2,2,3,3,2,2,2,2,2,2,0,gptchats_56113,2.0,80340173
2,2,3,3,2,2,2,2,2,2,0,gptchats_10146,2.0,80236579
0,0,2,2,0,1,0,0,0,0,0,gptchats_50562,0.4545454545454545,80340425
3,3,4,3,3,3,3,3,3,3,0,gptchats_16537,2.8181818181818183,80257014
2,2,3,3,2,2,2,2,2,2,0,coaching_5948,2.0,80325229
2,2,4,4,3,3,2,2,2,2,0,gptchats_27932,2.363636363636364,80327679
2,2,3,3,2,2,2,2,2,2,0,gptchats_31188,2.0,80334568
2,2,3,3,2,2,2,2,2,2,0,gptchats_12751,2.0,80241155
0,0,2,2,0,1,0,0,0,0,0,gptchats_32481,0.4545454545454545,80335426
2,0,2,2,2,2,2,2,2,2,0,gptchats_8955,1.6363636363636365,80237465
2,2,3,3,2,2,2,2,2,2,0,gptchats_12989,2.0,80236537
2,2,3,3,2,2,2,2,2,2,0,gptchats_14320,2.0,80238922
0,0,1,1,0,0,0,0,0,0,0,gptchats_7230,0.1818181818181818,80236055
2,2,3,3,2,2,2,2,2,2,0,gptchats_1971,2.0,80227925
0,0,2,2,0,0,0,0,0,0,0,gptchats_34796,0.3636363636363636,80336072
2,2,3,3,2,2,2,2,2,2,0,gptchats_52413,2.0,80259303
0,1,2,2,2,2,1,2,1,1,0,gptchats_15758,1.2727272727272727,80255268
2,2,3,3,2,3,2,2,2,2,2,gptchats_58658,2.272727272727273,80342102
0,0,2,2,2,2,0,0,0,0,0,gptchats_4809,0.7272727272727273,80232344
2,2,3,3,2,2,2,2,2,2,0,gptchats_46466,2.0,80339102
2,2,3,3,3,3,2,2,2,2,0,gptchats_56675,2.1818181818181817,80337949
2,2,3,3,2,2,2,2,2,2,0,gptchats_10620,2.0,80237427
2,2,3,3,2,2,2,2,2,2,0,gptchats_19176,2.0,80251297
2,0,2,2,2,2,0,0,0,0,0,gptchats_58894,0.9090909090909092,80241384
2,2,3,3,3,3,2,2,2,2,0,gptchats_49741,2.1818181818181817,80261928
2,2,3,3,2,3,2,2,2,2,0,gptchats_69491,2.090909090909091,7055094
2,2,3,3,2,2,2,2,2,2,0,gptchats_18268,2.0,80260710
2,2,3,3,3,3,2,2,2,2,0,gptchats_46472,2.1818181818181817,80339072
2,2,3,3,3,2,2,2,2,2,0,gptchats_27098,2.090909090909091,80308471
2,2,3,3,2,2,2,2,2,2,0,gptchats_14452,2.0,80229614
2,2,3,3,3,3,3,3,3,3,2,coaching_14487,2.727272727272727,80339646
2,2,3,3,3,2,2,2,2,2,0,gptchats_22686,2.090909090909091,80300145
2,2,3,3,2,2,2,2,2,2,0,gptchats_1655,2.0,80226202
2,2,3,3,2,2,2,2,2,2,0,gptchats_75906,2.0,10338356
2,2,3,2,2,2,2,2,2,2,0,gptchats_11024,1.9090909090909092,80238654
2,2,3,3,3,3,2,2,2,2,0,gptchats_8799,2.1818181818181817,80228660
2,2,3,3,2,2,2,2,2,2,0,gptchats_16523,2.0,80256461
2,2,3,3,3,2,2,2,2,2,0,gptchats_57219,2.090909090909091,80240280
2,2,3,3,2,2,2,2,2,2,0,gptchats_15002,2.0,80252949
2,2,3,3,2,3,2,2,2,2,2,gptchats_52349,2.272727272727273,80295919
2,2,3,3,2,2,2,2,2,2,0,gptchats_13473,2.0,80239298
2,2,3,3,2,2,2,2,2,2,0,gptchats_71590,2.0,7075979
2,2,3,3,2,3,2,2,2,2,0,gptchats_57231,2.090909090909091,80330625
2,2,3,3,2,2,2,2,2,2,0,gptchats_5295,2.0,80232910
2,2,3,3,2,2,2,2,2,2,0,coaching_15875,2.0,80326172
0,0,2,2,0,1,0,0,0,0,0,gptchats_18240,0.4545454545454545,80241184
0,0,2,2,1,1,0,0,0,0,0,gptchats_49769,0.5454545454545454,80339012
0,0,1,1,0,0,0,0,0,0,0,gptchats_24909,0.1818181818181818,80231312
2,2,3,3,2,2,2,2,2,2,0,gptchats_13315,2.0,80228891
2,1,2,2,2,2,1,1,1,1,0,gptchats_55340,1.3636363636363635,80341959
2,2,3,3,3,3,2,2,2,2,0,gptchats_65283,2.1818181818181817,80337993
2,2,3,3,2,2,2,2,2,2,0,gptchats_45153,2.0,80330113
2,2,3,3,2,2,2,2,2,2,0,coaching_7805,2.0,80334075
2,2,3,3,2,2,2,2,2,2,0,gptchats_1795,2.0,80227625
2,2,3,3,2,3,2,2,2,2,0,gptchats_72927,2.090909090909091,30361032
2,0,2,2,2,2,2,2,2,2,0,gptchats_1959,1.6363636363636365,80227891
2,2,3,3,3,2,2,2,2,2,0,gptchats_15770,2.090909090909091,80255274
0,0,2,3,0,1,0,0,0,0,0,gptchats_43536,0.5454545454545454,80337606
2,2,3,3,2,2,2,2,2,2,0,gptchats_72933,2.0,7066957
2,2,3,3,2,3,2,2,2,2,0,gptchats_57543,2.090909090909091,10338356
5,5,5,4,5,5,4,5,5,5,5,gptchats_14606,4.818181818181818,80239766
2,2,3,3,2,2,2,2,2,2,0,gptchats_29089,2.0,80259442
2,2,3,3,3,3,3,3,3,3,0,gptchats_2288,2.5454545454545454,80228417
0,0,2,2,0,0,0,0,0,0,0,gptchats_16279,0.3636363636363636,80256760
2,2,3,3,2,2,2,2,2,2,0,gptchats_17167,2.0,80232158
2,2,3,3,2,2,2,2,2,2,0,gptchats_10608,2.0,80240706
2,2,3,3,2,2,2,2,2,2,0,gptchats_18532,2.0,80232158
2,2,3,3,2,2,2,2,2,2,0,gptchats_554,2.0,80224623
2,2,3,3,2,2,2,2,2,2,2,gptchats_3828,2.1818181818181817,80230620
2,2,3,3,2,2,2,2,2,2,0,gptchats_6788,2.0,80230613
2,2,3,3,2,2,2,2,2,2,0,gptchats_22862,2.0,80261928
2,2,3,3,2,2,2,2,2,2,0,gptchats_13467,2.0,80238270
2,2,3,3,2,3,2,2,2,2,0,coaching_13459,2.090909090909091,80339348
0,1,2,1,0,1,0,0,0,0,0,gptchats_62275,0.4545454545454545,80261080
0,0,2,2,0,0,0,0,0,0,0,gptchats_9450,0.3636363636363636,80228750
4,4,5,4,4,4,4,4,4,4,4,coaching_7144,4.090909090909091,80332264
2,2,3,3,2,2,2,2,2,2,0,gptchats_45812,2.0,80339016
0,0,2,2,2,2,0,0,0,0,0,gptchats_6763,0.7272727272727273,80230357
2,2,3,3,2,2,2,2,2,2,0,gptchats_8996,2.0,80238464
2,2,3,3,2,2,2,2,2,2,0,gptchats_70671,2.0,5031619
2,2,3,3,2,2,2,2,2,2,0,gptchats_2505,2.0,80228157
0,0,1,2,0,1,0,0,0,0,0,gptchats_60462,0.3636363636363636,80346279
2,2,3,3,2,2,2,2,2,2,0,gptchats_30255,2.0,80333616
2,2,3,3,2,2,2,2,2,2,0,gptchats_22439,2.0,80296979
2,2,3,3,2,2,2,2,2,2,0,coaching_15652,2.0,80338897
2,2,4,4,3,3,2,2,2,2,2,gptchats_68980,2.5454545454545454,30295387
2,2,3,3,2,2,2,2,2,2,0,gptchats_29062,2.0,80230437
2,2,3,3,2,2,2,2,2,2,2,gptchats_68758,2.1818181818181817,80325227
2,0,2,2,2,2,2,2,2,2,0,coaching_18410,1.6363636363636365,10343054
2,2,3,3,3,3,2,2,2,2,2,coaching_17723,2.363636363636364,99342620
2,2,3,3,2,2,2,2,2,2,0,gptchats_14485,2.0,80226174
2,2,3,3,2,2,2,2,2,2,0,gptchats_53902,2.0,80337993
2,2,3,3,2,2,2,2,2,2,0,gptchats_14491,2.0,80236815
2,2,3,3,2,2,2,2,2,2,0,gptchats_66761,2.0,80336533
2,1,2,2,2,2,1,1,1,1,0,gptchats_3169,1.3636363636363635,80229577
2,0,2,3,2,2,0,0,0,0,0,gptchats_69452,1.0,7080589
2,2,2,2,2,2,2,2,2,2,0,gptchats_4606,1.818181818181818,80231895
2,2,3,3,2,2,2,2,2,2,0,gptchats_5518,2.0,80228682
2,2,3,3,3,3,2,2,2,2,2,gptchats_16286,2.363636363636364,80256776
2,2,3,3,2,2,2,2,2,2,0,gptchats_2511,2.0,80228500
2,2,3,3,2,2,2,2,2,2,0,gptchats_29710,2.0,80309166
2,2,3,3,2,2,2,2,2,2,0,gptchats_4160,2.0,80231287
2,2,3,3,2,3,2,2,2,2,0,gptchats_72072,2.090909090909091,80342102
2,2,3,3,2,2,2,2,2,2,0,gptchats_13498,2.0,80240280
2,2,3,3,2,2,2,2,2,2,0,gptchats_24234,2.0,80311592
2,2,3,3,2,2,2,2,2,2,0,gptchats_7469,2.0,80234513
2,2,3,3,3,3,3,3,3,3,0,coaching_12753,2.5454545454545454,80338619
2,0,2,2,2,2,2,2,2,2,0,gptchats_9444,1.6363636363636365,80239171
2,2,3,3,2,2,2,2,2,2,0,gptchats_35339,2.0,80335010
2,0,3,3,2,2,2,2,2,2,0,gptchats_2539,1.818181818181818,80228764
2,2,3,3,2,2,2,2,2,2,2,gptchats_68002,2.1818181818181817,7077622
2,2,3,3,2,2,2,2,2,2,0,gptchats_67331,2.0,7057063
2,2,2,2,2,2,2,2,2,2,0,gptchats_21364,1.818181818181818,80234271
0,1,2,2,1,2,1,1,1,1,0,gptchats_31177,1.0909090909090908,80334551
0,0,2,2,0,0,0,0,0,0,0,gptchats_29738,0.3636363636363636,80333450
2,2,3,3,2,2,2,2,2,2,0,gptchats_61740,2.0,80346327
2,2,3,3,2,2,2,2,2,2,0,gptchats_27715,2.0,80327099
2,2,3,3,2,2,2,2,2,2,0,gptchats_3627,2.0,80230410
