pid,item,human1_score,human2_score,classifier_score
66d05ce2ebc84bef33af3a06,interpersonal,2.0,4.0,5.0
66d9a01e46a5112c3146c2bd,interpersonal,4.0,6.0,5.0
66df649422e557253882cee8,interpersonal,4.0,6.0,5.0
66edea9d406f629b67ce30b8,interpersonal,0.0,2.0,3.0
66f1aeb024eaa71730ee0d8f,interpersonal,4.0,4.0,5.0
66fd3f6c93c24ecc119be354,interpersonal,5.0,4.0,4.0
670939463679b3968927066e,interpersonal,2.0,4.0,4.0
6709725953883fa2a8fe6957,interpersonal,4.0,5.0,5.0
670ffdb6896bad5ab5d6f894,interpersonal,6.0,5.0,5.0
6713edf459846149d7bcc948,interpersonal,5.0,2.0,4.0
6715013670bed7e4e955f109,interpersonal,3.0,2.0,2.0
67150a8c59846149d7bd00f2,interpersonal,4.0,2.0,5.0
671566748ec974a47ace455b,interpersonal,6.0,2.0,3.0
6718f7d06399295fc47821c0,interpersonal,2.0,3.0,4.0
671a5b8dfc53e73310491a62,interpersonal,3.0,2.0,5.0
67202234fd2f16cdb9c34721,interpersonal,6.0,4.0,4.0
67236d7fadd6365361bd7cc0,interpersonal,2.0,2.0,4.0
6727964977929019f6ff8a5d,interpersonal,0.0,,5.0
672b2e8321750551265ac390,interpersonal,5.0,3.0,5.0
672b8d3c37b9296c39c3f677,interpersonal,5.0,5.0,5.0
672c33aafed3be2f2a6ccfa0,interpersonal,4.0,4.0,5.0
672d027eb57569b5077e0cc4,interpersonal,6.0,4.0,5.0
672d2977ae54935ef84a2b74,interpersonal,4.0,6.0,5.0
672f38145bf80a772f4ac20a,interpersonal,6.0,3.0,5.0
67320610635afc65498583cb,interpersonal,6.0,6.0,4.0
6734acb87201d0735d63632c,interpersonal,2.0,4.0,4.0
6737d9fe76856492fd1603ef,interpersonal,3.0,4.0,5.0
6738a38d5b42ebdad45239a4,interpersonal,3.0,6.0,5.0
6738dae02c5a63be153fbe29,interpersonal,2.0,,4.0
673b5c1281eb82f767f4d71c,interpersonal,4.0,1.0,4.0
673bab950ce7fb673ff7eecc,interpersonal,4.0,4.0,4.0
673e1fe5947080d86c749aff,interpersonal,3.0,4.0,5.0
6740fd7385a9299cf29bdf96,interpersonal,5.0,5.0,5.0
6742f8bfd1cce3eadeee8c62,interpersonal,2.0,3.0,4.0
6744d50e3bd8711b57216cd2,interpersonal,4.0,4.0,5.0
67465c29233ddf0c2040ced8,interpersonal,6.0,6.0,5.0
6747536d88cb6d53b9bed191,interpersonal,5.0,4.0,4.0
6751467d0ef4bb17c804e4c0,interpersonal,5.0,4.0,4.0
675590f1eeef66188a85e1cd,interpersonal,3.0,4.0,4.0
67580f69a9a3cb759240904b,interpersonal,5.0,4.0,5.0
67591767ad41717a9710c4b8,interpersonal,4.0,3.0,4.0
6759718f66f6d338a0663100,interpersonal,1.0,6.0,4.0
675af02593fabc7398d6447e,interpersonal,4.0,,4.0
675e06422af6e9cb4bcbd459,interpersonal,4.0,6.0,4.0
675e8e92f5b7ffad57a265b1,interpersonal,5.0,1.0,3.0
67605cad2b91076c10846479,interpersonal,3.0,4.0,4.0
676060fef2955d6112c7e224,interpersonal,4.0,3.0,4.0
67609dc51817400f95f9db14,interpersonal,5.0,5.0,5.0
6760c6a23c7512b7ca3383d0,interpersonal,5.0,4.0,5.0
676288b65215f42b28a98b3f,interpersonal,5.0,5.0,4.0
67644c9e4a8508ec299135c5,interpersonal,4.0,6.0,5.0
67657ea1ad7558bf427f3a22,interpersonal,2.0,4.0,4.0
67687d94d5edc29f07de0176,interpersonal,5.0,,4.0
676d0d8ea1b34584f966c1f6,interpersonal,4.0,3.0,5.0
676d3ef7769d39d4537e67d4,interpersonal,5.0,4.0,5.0
676ee670250de1d8b3e57b03,interpersonal,2.0,,1.0
676fb072a0f80a990bd4cd32,interpersonal,3.0,4.0,4.0
67717e578f7fc3b6ff3c6ae8,interpersonal,5.0,5.0,5.0
677299ebbff623812504a11d,interpersonal,6.0,6.0,5.0
6772b66d08f724d93d1aab73,interpersonal,4.0,3.0,4.0
6772e1e5965ccca40d8cfba9,interpersonal,5.0,5.0,5.0
6773e8418b4496160ace9137,interpersonal,3.0,3.0,4.0
6775b6f1acaab15bb77f71af,interpersonal,2.0,4.0,5.0
677692c13cfeae70079e3caa,interpersonal,6.0,5.0,5.0
6777bc5eec85e7e2afa09d77,interpersonal,4.0,4.0,5.0
6777f8aafc72369e96bb6da6,interpersonal,3.0,2.0,4.0
6779cadff8dc4ddeecc54ce2,interpersonal,4.0,4.0,4.0
677a5d8e2115bfbb2fa0c73c,interpersonal,6.0,6.0,5.0
677be7f32b827fb2ae1eb7f0,interpersonal,2.0,3.0,4.0
677e74c8dd1dce11a8f96f88,interpersonal,5.0,6.0,5.0
678019571a2ac0496e597be5,interpersonal,2.0,0.0,4.0
6783379eb9fef4654886ead1,interpersonal,3.0,2.0,4.0
6788228f3fcc7c8b75b77522,interpersonal,3.0,6.0,5.0
67a688221058a62a9fa76a82,interpersonal,3.0,4.0,3.0
566feba6b937e400052d33b2,collaboration,4.0,3.0,5.0
56f699e876348f000c883bba,collaboration,2.0,,4.0
577a3dfd92c50c0001c9488f,collaboration,4.0,5.0,4.0
57b4a771cda70d0001534835,collaboration,2.0,3.0,3.0
57c357770e6a1f00015f6038,collaboration,4.0,6.0,4.0
57dd3b0e91b7fc0001493db9,collaboration,6.0,6.0,5.0
58d43fb77c08be0001c24830,collaboration,4.0,5.0,5.0
595d3afcdd044900012ce78a,collaboration,4.0,4.0,5.0
5962a5b29955ee00015bce98,collaboration,4.0,2.0,5.0
598f22af33481c000164d359,collaboration,5.0,4.0,4.0
599442e6bf8bcf0001ab6857,collaboration,4.0,1.0,5.0
5997043dbbe84800017964a7,collaboration,4.0,4.0,4.0
599ab130b5566b0001aa85bb,collaboration,2.0,4.0,5.0
599acb2f6c165e000113fc70,collaboration,2.0,6.0,5.0
59baa4f5178f1b00018289b2,collaboration,4.0,4.0,4.0
59d1f0fffaf42e00012b6c20,collaboration,2.0,5.0,5.0
59d3b07947f4e80001a6c551,collaboration,4.0,4.0,4.0
59dccd61e75b450001a689b7,collaboration,4.0,5.0,5.0
59e7232f24d7bf00012f112e,collaboration,3.0,2.0,3.0
59ef022eae9f950001d84a43,collaboration,6.0,4.0,5.0
5a57e4f7acc75b00017a2dcd,collaboration,2.0,4.0,4.0
5a75b131eea3d300016ddc70,collaboration,4.0,4.0,4.0
5a9c41f2dbdb470001eeef9c,collaboration,6.0,4.0,5.0
5a9c4b3d35237b000112a00e,collaboration,5.0,2.0,5.0
5aafd9eff69e940001d88bf4,collaboration,2.0,2.0,2.0
5b2bcfb51835660001cc6751,collaboration,3.0,5.0,5.0
5b2bd649ed66460001e86e39,collaboration,6.0,5.0,5.0
5b4a3ab1bc06c90001f902f4,collaboration,3.0,6.0,4.0
5bf53b3c87780800014ed5aa,collaboration,3.0,3.0,5.0
5c197c9c020cbb00011201fe,collaboration,4.0,5.0,5.0
5c37a0e7bef9a20001e3a497,collaboration,3.0,3.0,5.0
5c407a2c41b3f9000195e19f,collaboration,5.0,4.0,5.0
5c4602713d08e80001369876,collaboration,2.0,5.0,5.0
5c4a061161db8c00015e4fb0,collaboration,6.0,2.0,5.0
5c59e12429f64c0001cc6436,collaboration,2.0,2.0,3.0
5c5b66cb3312f1000112f694,collaboration,5.0,4.0,5.0
5c5d36bc034e280001644c3b,collaboration,3.0,3.0,3.0
5c5ff87f8c0552000109d7de,collaboration,3.0,4.0,4.0
5c72f9bf8711bf000139c5ee,collaboration,2.0,3.0,3.0
5cad1eef8ed53d00180d2532,collaboration,4.0,2.0,3.0
5cb87813635b940017c2037a,collaboration,6.0,2.0,5.0
5cc99062d918560016acf6ac,collaboration,4.0,3.0,4.0
5ce15b0ea7b516001828c646,collaboration,4.0,,4.0
5cedaba627d8ce00018469bb,collaboration,2.0,,2.0
5d02a158c8a372001abf3b30,collaboration,5.0,5.0,5.0
5d038adefda4bb00013f8afb,collaboration,4.0,5.0,5.0
5d0a5d36d41b4b00172c3cc9,collaboration,4.0,4.0,4.0
5d20c6d5b1e50a001c19e622,collaboration,2.0,4.0,3.0
5d3bfbebfd9694001a2d0f99,collaboration,6.0,4.0,5.0
5d6d729b679b200019c12498,collaboration,5.0,6.0,5.0
5db7203e98ecdf000ae8d504,collaboration,5.0,2.0,3.0
5dcfaad2dd9a740c2493fc28,collaboration,1.0,6.0,5.0
5e234e6d06121f5eceaba7f1,collaboration,6.0,0.0,4.0
5e4feb8037713502e9ed364b,collaboration,4.0,5.0,5.0
5e7d1c1e70dd753a081a29d9,collaboration,4.0,6.0,5.0
5e7e1679f8a96f4be83e51e4,collaboration,2.0,6.0,5.0
5e9086ca917d9039e3c4cd25,collaboration,6.0,4.0,5.0
5ecd61476e04500905a6eed2,collaboration,5.0,6.0,5.0
5f04dc9fb117c31680c1a4f5,collaboration,1.0,4.0,4.0
5f05ef4bd552bc0009e5566c,collaboration,3.0,2.0,5.0
5f0c86cbe4af1361b7158f3e,collaboration,4.0,4.0,5.0
5f11eb333c6e2c0df5b92270,collaboration,4.0,4.0,5.0
5f1beeacb55680420cfcae9e,collaboration,3.0,4.0,4.0
5f2f280854c3203084e218e5,collaboration,6.0,3.0,5.0
5f35222b79aaa5065c8919bd,collaboration,3.0,4.0,4.0
5f4fbebb8bb76c0c01881651,collaboration,4.0,3.0,4.0
5f514593ea1e87365b9cb05f,collaboration,4.0,4.0,3.0
5f653cb18aad310a9ee7c32d,collaboration,4.0,2.0,3.0
5f70576bb22a006197aea6de,collaboration,6.0,5.0,5.0
5fb8dc3c8e8e964121c6aa4c,collaboration,1.0,3.0,4.0
5fd4d10b2f970406fe63ad96,collaboration,5.0,5.0,5.0
5fef2fa9efea401f0b55a7c2,collaboration,4.0,3.0,4.0
6002ae1ea178912bfa128adf,collaboration,5.0,6.0,5.0
600c125c46cf802e41733705,collaboration,4.0,6.0,4.0
604a4755d62e5590404b5426,collaboration,4.0,4.0,4.0
604fa685e33606f9a0ee8189,collaboration,6.0,5.0,5.0
60537fdcda0ac05f1c59c57f,collaboration,0.0,2.0,5.0
605731872f40ec675cdf1f0b,collaboration,2.0,5.0,5.0
605a25c743f7ab91b0881ddf,collaboration,4.0,4.0,5.0
609510855d0c8e5bd0bdaf98,collaboration,5.0,4.0,5.0
609eda349f5d29975fbc2145,collaboration,2.0,4.0,5.0
60ae777b1f2abe681e903d0d,collaboration,4.0,2.0,4.0
60d3867b6e7529fc77032b54,collaboration,5.0,,4.0
60fae066c4ab91522a85f075,collaboration,3.0,3.0,4.0
6100105892a2248ae5d48498,collaboration,5.0,2.0,4.0
6107b81f125c20be9e368b49,collaboration,6.0,5.0,5.0
61166b2cec63d8ea49e36aac,collaboration,5.0,6.0,5.0
61333ed3b980f519ee86c45c,collaboration,4.0,4.0,4.0
61572b39d8a0be3869ccd5ae,collaboration,5.0,6.0,5.0
616c83fb9916289f401fb837,collaboration,4.0,5.0,5.0
6234905bd877b34677aaa521,collaboration,4.0,2.0,3.0
62a76cb3209f192d4ac62bec,collaboration,6.0,2.0,5.0
62ac24c9af89f1f28aea1d11,collaboration,6.0,4.0,5.0
62c5ebe612c40c7e32390bf6,collaboration,3.0,5.0,4.0
62e3f7b224ec70641fd86b7b,collaboration,4.0,3.0,5.0
62fbd2e4a303a0c6ff0874b1,collaboration,2.0,4.0,5.0
63469da3cef76cc5b3523b97,collaboration,6.0,4.0,5.0
6346e117e4e283094ff51b84,collaboration,1.0,2.0,4.0
638e2eed82fa613f2140ba13,collaboration,6.0,,5.0
6394a8f1f510b07aeaf465e0,collaboration,6.0,4.0,4.0
6399d599c9d83e0ed0317ea2,collaboration,4.0,3.0,4.0
63e57ca5d6e126546cfc66bf,collaboration,4.0,5.0,5.0
63f85b1c3124fd03faff2126,collaboration,4.0,,5.0
640485331e13a7bfa4a43d46,collaboration,4.0,3.0,5.0
6441204e8a1c0c51415ce0f8,collaboration,5.0,3.0,4.0
6441795624090301ddeba81e,collaboration,3.0,3.0,3.0
6447cf4c43802edcd6b846bc,collaboration,6.0,6.0,5.0
64784f5998230a548cb9cc60,collaboration,5.0,4.0,5.0
648028bc524faa07ef0547eb,collaboration,3.0,2.0,4.0
6501b7fd7c5faeb580b81204,collaboration,3.0,4.0,5.0
65030c046782881e902a5aaa,collaboration,4.0,4.0,5.0
650ae1b2157df341fd193714,collaboration,6.0,6.0,5.0
65456ebc819cdd5600552571,collaboration,4.0,4.0,5.0
6559e8fcb4e07db3db4e2165,collaboration,3.0,3.0,3.0
656f3c80f7ac5f41e230b9ee,collaboration,4.0,4.0,5.0
6570824312e21ad0a49858f4,collaboration,2.0,,3.0
657b2d22191dda04598ef38b,collaboration,3.0,6.0,5.0
65ff48ba8866040c0d0649c5,collaboration,2.0,2.0,3.0
66084cde8c8b94db6ce51ac9,collaboration,2.0,0.0,4.0
660ed790b7c0b8649c41f432,collaboration,4.0,5.0,5.0
6630f6bfbdc7906ef7c0ee24,collaboration,2.0,3.0,4.0
66338f4346e84e4f0469bc21,collaboration,2.0,5.0,4.0
663a28078139647b4663d09f,collaboration,4.0,4.0,4.0
664b530d4cf8b88b68548a11,collaboration,2.0,,1.0
6658b161dc9f95822cbcf443,collaboration,5.0,,5.0
6658b52898569e477b21cf41,collaboration,4.0,4.0,5.0
6658c369bc36ded0ffe472b8,collaboration,4.0,3.0,4.0
6658c6e6298aedbc9b7ac19c,collaboration,2.0,,3.0
6658d13e8f1ee667f426421c,collaboration,6.0,5.0,5.0
6658d9826d4ec610f1b0cc33,collaboration,6.0,3.0,5.0
6659b0c46a1675f2d40e2586,collaboration,5.0,4.0,5.0
6659f89651bdadba584e647c,collaboration,6.0,6.0,5.0
665bae8786e39a9d3071ef7c,collaboration,4.0,4.0,5.0
665e0faa748512c88de27385,collaboration,4.0,4.0,5.0
665fa30eccda55b454554d95,collaboration,6.0,5.0,5.0
6671adcf4074ec7382ad560e,collaboration,5.0,,4.0
6676e7538c7c4c68e18aa31a,collaboration,6.0,5.0,5.0
66774233add67a4a8e71398e,collaboration,3.0,5.0,5.0
6679886309dd90c237d80e5d,collaboration,5.0,3.0,5.0
667ac4dcd237965bb30cb0d0,collaboration,4.0,4.0,5.0
6682935831ecbb91041102e5,collaboration,3.0,4.0,5.0
6683b0f95482b81b9714b57c,collaboration,5.0,,5.0
66847cc7c67232fae11af5b3,collaboration,4.0,2.0,4.0
668c39cf43ce2932522f9d37,collaboration,6.0,5.0,5.0
668d371bd614f22c3433ea48,collaboration,2.0,4.0,4.0
668fa82eb6aad7177cb29ba0,collaboration,6.0,5.0,5.0
669038b13e852687aaf4a1cb,collaboration,3.0,3.0,4.0
66912ce354d84162615be8ba,collaboration,3.0,4.0,4.0
66924f3f720e8dcc562ef6fd,collaboration,5.0,6.0,4.0
66958ca9d7179281d46faf5d,collaboration,3.0,,4.0
6697864e364c6864275e4a17,collaboration,5.0,4.0,5.0
669d7d04ec742963733a5b35,collaboration,4.0,3.0,3.0
66a15c42533255e95d1d34a1,collaboration,4.0,6.0,5.0
66a63fbb0a4f33f35327ed8b,collaboration,4.0,3.0,5.0
66aa8dcfbc121dcef0433ecf,collaboration,4.0,4.0,5.0
66b0829f976a969235a5ca75,collaboration,5.0,,5.0
66ba62aba868595bbef88f10,collaboration,3.0,6.0,4.0
66c5e698d9527f93c31cab42,collaboration,6.0,3.0,5.0
66c746f450506abe4d80b5e1,collaboration,4.0,2.0,4.0
66cf306107ad4fcf4bef6f2f,collaboration,5.0,,5.0
66d05ce2ebc84bef33af3a06,collaboration,4.0,4.0,5.0
66d9a01e46a5112c3146c2bd,collaboration,4.0,6.0,5.0
66df649422e557253882cee8,collaboration,5.0,6.0,5.0
66edea9d406f629b67ce30b8,collaboration,1.0,2.0,3.0
66f1aeb024eaa71730ee0d8f,collaboration,4.0,3.0,5.0
66fd3f6c93c24ecc119be354,collaboration,2.0,5.0,4.0
670939463679b3968927066e,collaboration,2.0,4.0,4.0
6709725953883fa2a8fe6957,collaboration,5.0,5.0,5.0
670ffdb6896bad5ab5d6f894,collaboration,6.0,5.0,5.0
6713edf459846149d7bcc948,collaboration,4.0,3.0,4.0
6715013670bed7e4e955f109,collaboration,2.0,1.0,2.0
67150a8c59846149d7bd00f2,collaboration,3.0,2.0,5.0
671566748ec974a47ace455b,collaboration,6.0,2.0,3.0
6718f7d06399295fc47821c0,collaboration,2.0,4.0,4.0
671a5b8dfc53e73310491a62,collaboration,3.0,2.0,5.0
67202234fd2f16cdb9c34721,collaboration,4.0,4.0,4.0
67236d7fadd6365361bd7cc0,collaboration,4.0,3.0,4.0
6727964977929019f6ff8a5d,collaboration,0.0,,5.0
672b2e8321750551265ac390,collaboration,6.0,3.0,5.0
672b8d3c37b9296c39c3f677,collaboration,5.0,5.0,5.0
672c33aafed3be2f2a6ccfa0,collaboration,5.0,5.0,5.0
672d027eb57569b5077e0cc4,collaboration,6.0,6.0,5.0
672d2977ae54935ef84a2b74,collaboration,4.0,6.0,5.0
672f38145bf80a772f4ac20a,collaboration,6.0,4.0,5.0
67320610635afc65498583cb,collaboration,6.0,6.0,4.0
6734acb87201d0735d63632c,collaboration,3.0,4.0,4.0
6737d9fe76856492fd1603ef,collaboration,3.0,5.0,5.0
6738a38d5b42ebdad45239a4,collaboration,3.0,5.0,5.0
6738dae02c5a63be153fbe29,collaboration,1.0,,4.0
673b5c1281eb82f767f4d71c,collaboration,4.0,1.0,4.0
673bab950ce7fb673ff7eecc,collaboration,3.0,6.0,4.0
673e1fe5947080d86c749aff,collaboration,4.0,3.0,5.0
6740fd7385a9299cf29bdf96,collaboration,6.0,6.0,5.0
6742f8bfd1cce3eadeee8c62,collaboration,4.0,3.0,4.0
6744d50e3bd8711b57216cd2,collaboration,5.0,4.0,5.0
67465c29233ddf0c2040ced8,collaboration,6.0,6.0,5.0
6747536d88cb6d53b9bed191,collaboration,4.0,4.0,4.0
6751467d0ef4bb17c804e4c0,collaboration,6.0,4.0,4.0
675590f1eeef66188a85e1cd,collaboration,4.0,6.0,4.0
67580f69a9a3cb759240904b,collaboration,3.0,6.0,5.0
67591767ad41717a9710c4b8,collaboration,4.0,4.0,4.0
6759718f66f6d338a0663100,collaboration,3.0,6.0,4.0
675af02593fabc7398d6447e,collaboration,4.0,,4.0
675e06422af6e9cb4bcbd459,collaboration,4.0,3.0,4.0
675e8e92f5b7ffad57a265b1,collaboration,4.0,2.0,2.0
67605cad2b91076c10846479,collaboration,3.0,4.0,4.0
676060fef2955d6112c7e224,collaboration,4.0,2.0,4.0
67609dc51817400f95f9db14,collaboration,5.0,6.0,5.0
6760c6a23c7512b7ca3383d0,collaboration,5.0,4.0,5.0
676288b65215f42b28a98b3f,collaboration,5.0,5.0,4.0
67644c9e4a8508ec299135c5,collaboration,4.0,5.0,5.0
67657ea1ad7558bf427f3a22,collaboration,2.0,4.0,4.0
67687d94d5edc29f07de0176,collaboration,1.0,,4.0
676d0d8ea1b34584f966c1f6,collaboration,2.0,2.0,5.0
676d3ef7769d39d4537e67d4,collaboration,5.0,4.0,5.0
676ee670250de1d8b3e57b03,collaboration,2.0,,3.0
676fb072a0f80a990bd4cd32,collaboration,4.0,4.0,4.0
67717e578f7fc3b6ff3c6ae8,collaboration,6.0,6.0,5.0
677299ebbff623812504a11d,collaboration,6.0,6.0,5.0
6772b66d08f724d93d1aab73,collaboration,4.0,3.0,5.0
6772e1e5965ccca40d8cfba9,collaboration,5.0,5.0,5.0
6773e8418b4496160ace9137,collaboration,3.0,3.0,4.0
6775b6f1acaab15bb77f71af,collaboration,3.0,4.0,5.0
677692c13cfeae70079e3caa,collaboration,6.0,6.0,5.0
6777bc5eec85e7e2afa09d77,collaboration,5.0,4.0,5.0
6777f8aafc72369e96bb6da6,collaboration,3.0,2.0,4.0
6779cadff8dc4ddeecc54ce2,collaboration,3.0,4.0,4.0
677a5d8e2115bfbb2fa0c73c,collaboration,6.0,6.0,5.0
677be7f32b827fb2ae1eb7f0,collaboration,2.0,2.0,4.0
677e74c8dd1dce11a8f96f88,collaboration,3.0,6.0,5.0
678019571a2ac0496e597be5,collaboration,2.0,2.0,4.0
6783379eb9fef4654886ead1,collaboration,3.0,2.0,3.0
6788228f3fcc7c8b75b77522,collaboration,3.0,6.0,5.0
67a688221058a62a9fa76a82,collaboration,3.0,4.0,3.0
566feba6b937e400052d33b2,pacing,4.0,2.0,5.0
56f699e876348f000c883bba,pacing,2.0,,4.0
577a3dfd92c50c0001c9488f,pacing,5.0,4.0,4.0
57b4a771cda70d0001534835,pacing,3.0,2.0,3.0
57c357770e6a1f00015f6038,pacing,2.0,6.0,4.0
57dd3b0e91b7fc0001493db9,pacing,6.0,6.0,5.0
58d43fb77c08be0001c24830,pacing,4.0,6.0,5.0
595d3afcdd044900012ce78a,pacing,6.0,2.0,5.0
5962a5b29955ee00015bce98,pacing,2.0,2.0,5.0
598f22af33481c000164d359,pacing,6.0,5.0,4.0
599442e6bf8bcf0001ab6857,pacing,3.0,3.0,5.0
5997043dbbe84800017964a7,pacing,4.0,4.0,4.0
599ab130b5566b0001aa85bb,pacing,4.0,6.0,5.0
599acb2f6c165e000113fc70,pacing,4.0,4.0,5.0
59baa4f5178f1b00018289b2,pacing,3.0,4.0,4.0
59d1f0fffaf42e00012b6c20,pacing,3.0,6.0,5.0
59d3b07947f4e80001a6c551,pacing,4.0,5.0,4.0
59dccd61e75b450001a689b7,pacing,5.0,5.0,5.0
59e7232f24d7bf00012f112e,pacing,2.0,1.0,3.0
59ef022eae9f950001d84a43,pacing,6.0,4.0,5.0
5a57e4f7acc75b00017a2dcd,pacing,2.0,3.0,4.0
5a75b131eea3d300016ddc70,pacing,2.0,4.0,4.0
5a9c41f2dbdb470001eeef9c,pacing,6.0,3.0,5.0
5a9c4b3d35237b000112a00e,pacing,5.0,4.0,5.0
5aafd9eff69e940001d88bf4,pacing,1.0,2.0,2.0
5b2bcfb51835660001cc6751,pacing,2.0,5.0,5.0
5b2bd649ed66460001e86e39,pacing,4.0,5.0,5.0
5b4a3ab1bc06c90001f902f4,pacing,3.0,5.0,4.0
5bf53b3c87780800014ed5aa,pacing,2.0,3.0,5.0
5c197c9c020cbb00011201fe,pacing,2.0,6.0,5.0
5c37a0e7bef9a20001e3a497,pacing,5.0,3.0,5.0
5c407a2c41b3f9000195e19f,pacing,6.0,4.0,5.0
5c4602713d08e80001369876,pacing,4.0,5.0,5.0
5c4a061161db8c00015e4fb0,pacing,6.0,3.0,5.0
5c59e12429f64c0001cc6436,pacing,2.0,1.0,3.0
5c5b66cb3312f1000112f694,pacing,5.0,5.0,5.0
5c5d36bc034e280001644c3b,pacing,2.0,3.0,3.0
5c5ff87f8c0552000109d7de,pacing,3.0,2.0,4.0
5c72f9bf8711bf000139c5ee,pacing,2.0,3.0,3.0
5cad1eef8ed53d00180d2532,pacing,2.0,2.0,2.0
5cb87813635b940017c2037a,pacing,6.0,2.0,5.0
5cc99062d918560016acf6ac,pacing,4.0,4.0,4.0
5ce15b0ea7b516001828c646,pacing,3.0,,4.0
5cedaba627d8ce00018469bb,pacing,2.0,,2.0
5d02a158c8a372001abf3b30,pacing,3.0,6.0,5.0
5d038adefda4bb00013f8afb,pacing,4.0,5.0,5.0
5d0a5d36d41b4b00172c3cc9,pacing,5.0,5.0,5.0
5d20c6d5b1e50a001c19e622,pacing,2.0,2.0,3.0
5d3bfbebfd9694001a2d0f99,pacing,3.0,2.0,5.0
5d6d729b679b200019c12498,pacing,5.0,6.0,5.0
5db7203e98ecdf000ae8d504,pacing,4.0,1.0,3.0
5dcfaad2dd9a740c2493fc28,pacing,0.0,5.0,5.0
5e234e6d06121f5eceaba7f1,pacing,4.0,0.0,4.0
5e4feb8037713502e9ed364b,pacing,3.0,5.0,5.0
5e7d1c1e70dd753a081a29d9,pacing,4.0,6.0,5.0
5e7e1679f8a96f4be83e51e4,pacing,3.0,6.0,5.0
5e9086ca917d9039e3c4cd25,pacing,6.0,6.0,5.0
5ecd61476e04500905a6eed2,pacing,6.0,6.0,5.0
5f04dc9fb117c31680c1a4f5,pacing,3.0,2.0,4.0
5f05ef4bd552bc0009e5566c,pacing,2.0,3.0,5.0
5f0c86cbe4af1361b7158f3e,pacing,4.0,6.0,5.0
5f11eb333c6e2c0df5b92270,pacing,4.0,3.0,5.0
5f1beeacb55680420cfcae9e,pacing,2.0,5.0,4.0
5f2f280854c3203084e218e5,pacing,6.0,3.0,5.0
5f35222b79aaa5065c8919bd,pacing,3.0,3.0,4.0
5f4fbebb8bb76c0c01881651,pacing,2.0,3.0,4.0
5f514593ea1e87365b9cb05f,pacing,4.0,3.0,3.0
5f653cb18aad310a9ee7c32d,pacing,4.0,2.0,3.0
5f70576bb22a006197aea6de,pacing,6.0,6.0,5.0
5fb8dc3c8e8e964121c6aa4c,pacing,3.0,2.0,4.0
5fd4d10b2f970406fe63ad96,pacing,4.0,5.0,5.0
5fef2fa9efea401f0b55a7c2,pacing,2.0,3.0,4.0
6002ae1ea178912bfa128adf,pacing,5.0,4.0,5.0
600c125c46cf802e41733705,pacing,4.0,4.0,4.0
604a4755d62e5590404b5426,pacing,4.0,3.0,4.0
604fa685e33606f9a0ee8189,pacing,6.0,6.0,5.0
60537fdcda0ac05f1c59c57f,pacing,1.0,2.0,5.0
605731872f40ec675cdf1f0b,pacing,2.0,6.0,5.0
605a25c743f7ab91b0881ddf,pacing,4.0,4.0,5.0
609510855d0c8e5bd0bdaf98,pacing,5.0,6.0,5.0
609eda349f5d29975fbc2145,pacing,2.0,4.0,5.0
60ae777b1f2abe681e903d0d,pacing,6.0,2.0,4.0
60d3867b6e7529fc77032b54,pacing,5.0,,6.0
60fae066c4ab91522a85f075,pacing,4.0,3.0,4.0
6100105892a2248ae5d48498,pacing,3.0,2.0,4.0
6107b81f125c20be9e368b49,pacing,5.0,6.0,5.0
61166b2cec63d8ea49e36aac,pacing,5.0,5.0,5.0
61333ed3b980f519ee86c45c,pacing,2.0,4.0,4.0
61572b39d8a0be3869ccd5ae,pacing,5.0,5.0,5.0
616c83fb9916289f401fb837,pacing,6.0,5.0,5.0
6234905bd877b34677aaa521,pacing,4.0,2.0,3.0
62a76cb3209f192d4ac62bec,pacing,6.0,2.0,5.0
62ac24c9af89f1f28aea1d11,pacing,6.0,6.0,5.0
62c5ebe612c40c7e32390bf6,pacing,3.0,4.0,4.0
62e3f7b224ec70641fd86b7b,pacing,5.0,3.0,5.0
62fbd2e4a303a0c6ff0874b1,pacing,4.0,3.0,5.0
63469da3cef76cc5b3523b97,pacing,4.0,4.0,5.0
6346e117e4e283094ff51b84,pacing,1.0,2.0,4.0
638e2eed82fa613f2140ba13,pacing,4.0,,5.0
6394a8f1f510b07aeaf465e0,pacing,5.0,5.0,4.0
6399d599c9d83e0ed0317ea2,pacing,3.0,2.0,4.0
63e57ca5d6e126546cfc66bf,pacing,4.0,4.0,5.0
63f85b1c3124fd03faff2126,pacing,3.0,,5.0
640485331e13a7bfa4a43d46,pacing,4.0,2.0,5.0
6441204e8a1c0c51415ce0f8,pacing,5.0,1.0,4.0
6441795624090301ddeba81e,pacing,2.0,2.0,3.0
6447cf4c43802edcd6b846bc,pacing,6.0,4.0,5.0
64784f5998230a548cb9cc60,pacing,6.0,5.0,5.0
648028bc524faa07ef0547eb,pacing,4.0,2.0,4.0
6501b7fd7c5faeb580b81204,pacing,3.0,4.0,5.0
65030c046782881e902a5aaa,pacing,5.0,5.0,5.0
650ae1b2157df341fd193714,pacing,6.0,4.0,5.0
65456ebc819cdd5600552571,pacing,4.0,6.0,5.0
6559e8fcb4e07db3db4e2165,pacing,2.0,4.0,3.0
656f3c80f7ac5f41e230b9ee,pacing,3.0,4.0,5.0
6570824312e21ad0a49858f4,pacing,2.0,,3.0
